0,abstract,app_name,authors,conclusions,copyrights,doi,journal,keywords,methods,publication_date,pubmed_id,results,title,validation_level
,"Prophylaxis with factor VIII (FVIII) is the current therapeutic approach for people with haemophilia A. However, standard half-life (SHL) FVIII products must be injected frequently, imposing a substantial burden on the individual and making it difficult to tailor therapy according to patient need and lifestyle, which could impact adherence. Recombinant FVIII Fc fusion protein (rFVIIIFc; Elocta",['Tailor Kids'],"[{'lastname': 'Hermans', 'firstname': 'Cedric', 'initials': 'C', 'affiliation': 'Haemostasis and Thrombosis Unit, Division of Haematology, Cliniques Universitaires Saint-Luc, Université catholique de Louvain (UCLouvain), Brussels, Belgium.'}, {'lastname': 'Mancuso', 'firstname': 'Maria Elisa', 'initials': 'ME', 'affiliation': 'Center for Thrombosis and Hemorrhagic Diseases, Humanitas Clinical and Research Center - IRCCS, Rozzano, Italy.'}, {'lastname': 'Nolan', 'firstname': 'Beatrice', 'initials': 'B', 'affiliation': ""Children's Health Ireland at Crumlin, Dublin, Ireland.""}, {'lastname': 'Pasi', 'firstname': 'K John', 'initials': 'KJ', 'affiliation': 'Royal London Haemophilia Centre, Barts and the London School of Medicine and Dentistry, London, UK.'}]",,© 2021 The Authors. European Journal of Haematology published by John Wiley & Sons Ltd.,10.1111/ejh.13610,European journal of haematology,"['factor VIII', 'factor VIII-Fc fusion protein', 'haemophilia A', 'half-life', 'immune tolerance', 'prophylaxis', 'rFVIIIFc', 'recombinant fusion proteins', 'surgical haemostasis']",,2021-03-03,33650192,,Recombinant factor VIII Fc for the treatment of haemophilia A.,10
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,"What are the key considerations for developing an enhanced transcriptomic method for secretory endometrial tissue dating?
Multiple gene expression signature combinations can serve as biomarkers for endometrial dating, but their predictive performance is variable and depends on the number and identity of the genes included in the prediction model, the dataset characteristics and the technology employed for measuring gene expression.
Among the new generation of transcriptomic endometrial dating (TED) tools developed in the last decade, there exists variation in the technology used for measuring gene expression, the gene makeup and the prediction model design. A detailed study, comparing prediction performance across signatures for understanding signature behaviour and discrepancies in gene content between them, is lacking.
A multicentre prospective study was performed between July 2018 and October 2020 at five different centres from the same group of clinics (Spain). This study recruited 281 patients and finally included in the gene expression analysis 225 Caucasian patients who underwent IVF treatment. After preprocessing and batch effect filtering, gene expression measurements from 217 patients were combined with artificial intelligence algorithms (support vector machine, random forest and k-nearest neighbours) allowing evaluation of different prediction models. In addition, secretory-phase endometrial transcriptomes from gene expression omnibus (GEO) datasets were analysed for 137 women, to study the endometrial dating capacity of genes independently and grouped by signatures. This provided data on the consistency of prediction across different gene expression technologies and datasets.
Endometrial biopsies were analysed using a targeted TruSeq (Illumina) custom RNA expression panel called the endometrial dating panel (ED panel). This panel included 301 genes previously considered relevant for endometrial dating as well as new genes selected for their anticipated value in detecting the secretory phase. Final samples (n = 217) were divided into a training set for signature discovery and an independent testing set for evaluation of predictive performance of the new signature. In addition, secretory-phase endometrial transcriptomes from GEO were analysed for 137 women to study endometrial dating capacity of genes independently and grouped by signatures. Predictive performance among these signatures was compared according to signature gene set size.
Testing of the ED panel allowed development of a model based on a new signature of 73 genes, which we termed 'TED' and delivers an enhanced tool for the consistent dating of the secretory phase progression, especially during the mid-secretory endometrium (3-8 days after progesterone (P) administration (P + 3-P + 8) in a hormone replacement therapy cycle). This new model showed the best predictive capacity in an independent test set for staging the endometrial tissue in the secretory phase, especially in the expected window of implantation (average of 114.5 ± 7.2 h of progesterone administered; range in our patient population of 82-172 h). Published sets of genes, in current use for endometrial dating and the new TED genes, were evaluated in parallel in whole-transcriptome datasets and in the ED panel dataset. TED signature performance was consistently excellent for all datasets assessed, frequently outperforming previously published sets of genes with a smaller number of genes for dating the endometrium in the secretory phase. Thus, this optimized set exhibited prediction consistency across datasets.
The data used in this study is partially available at GEO database. GEO identifiers GSE4888, GSE29981, GSE58144, GSE98386.
Although dating the endometrial biopsy is crucial for investigating endometrial progression and the receptivity process, further studies are needed to confirm whether or not endometrial dating methods in general are clinically useful and to guide the specific use of TED in the clinical setting.
Multiple gene signature combinations provide adequate endometrial dating, but their predictive performance depends on the identity of the genes included, the gene expression platform, the algorithms used and dataset characteristics. TED is a next-generation endometrial assessment tool based on gene expression for accurate endometrial progression dating especially during the mid-secretory.
Research funded by IVI Foundation (1810-FIVI-066-PD). P.D.-G. visiting scientist fellowship at Oxford University (BEFPI/2010/032) and Josefa Maria Sanchez-Reyes' predoctoral fellowship (ACIF/2018/072) were supported by a program from the Generalitat Valenciana funded by the Spanish government. A.D.-P. is supported by the FPU/15/01398 predoctoral fellowship from the Ministry of Science, Innovation and Universities (Spanish Government). D.W. received support from the NIHR Oxford Biomedical Research Centre. The authors do not have any competing interests to declare.",['Learn Spanish with SpeakTribe'],"[{'lastname': 'Diaz-Gimeno', 'firstname': 'P', 'initials': 'P', 'affiliation': ""Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nNuffield Department of Women's & Reproductive Health, University of Oxford, Level 3, Women's Centre John Radcliffe Hospital, Oxford, UK.""}, {'lastname': 'Sebastian-Leon', 'firstname': 'P', 'initials': 'P', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.'}, {'lastname': 'Sanchez-Reyes', 'firstname': 'J M', 'initials': 'JM', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nDepartment of Pediatrics, Obstetrics and Gynecology, University of Valencia, Valencia, Spain.'}, {'lastname': 'Spath', 'firstname': 'K', 'initials': 'K', 'affiliation': 'Research Department, JUNO Genetics, Oxford, UK.'}, {'lastname': 'Aleman', 'firstname': 'A', 'initials': 'A', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.'}, {'lastname': 'Vidal', 'firstname': 'C', 'initials': 'C', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nReproductive medicine, IVI RMA Valencia, Valencia, Spain.'}, {'lastname': 'Devesa-Peiro', 'firstname': 'A', 'initials': 'A', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nDepartment of Pediatrics, Obstetrics and Gynecology, University of Valencia, Valencia, Spain.'}, {'lastname': 'Labarta', 'firstname': 'E', 'initials': 'E', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nReproductive medicine, IVI RMA Valencia, Valencia, Spain.'}, {'lastname': 'Sánchez-Ribas', 'firstname': 'I', 'initials': 'I', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nReproductive medicine, IVI RMA Barcelona, Barcelona, Spain.'}, {'lastname': 'Ferrando', 'firstname': 'M', 'initials': 'M', 'affiliation': 'Reproductive medicine, IVI RMA Bilbao, Leioa, Bizkaia, Spain.'}, {'lastname': 'Kohls', 'firstname': 'G', 'initials': 'G', 'affiliation': 'Reproductive medicine, IVI RMA Madrid, Madrid, Spain.'}, {'lastname': 'García-Velasco', 'firstname': 'J A', 'initials': 'JA', 'affiliation': 'Reproductive medicine, IVI RMA Madrid, Madrid, Spain.\nDepartment of Obstetrics and Gynecology, Universidad Rey Juan Carlos, Madrid, Spain.'}, {'lastname': 'Seli', 'firstname': 'E', 'initials': 'E', 'affiliation': 'Research Department, IVI RMA New Jersey, Basking Ridge, NJ, USA.\nDepartment of Obstetrics, Gynecology & Reproductive Science, Yale School of Medicine, New Haven, CT, USA.'}, {'lastname': 'Wells', 'firstname': 'D', 'initials': 'D', 'affiliation': ""Nuffield Department of Women's & Reproductive Health, University of Oxford, Level 3, Women's Centre John Radcliffe Hospital, Oxford, UK.\nResearch Department, JUNO Genetics, Oxford, UK.""}, {'lastname': 'Pellicer', 'firstname': 'A', 'initials': 'A', 'affiliation': 'Genomic & Systems Reproductive Medicine, IVI Foundation/Instituto de investigación sanitaria La Fe (IIS La Fe), Valencia, Spain.\nDepartment of Pediatrics, Obstetrics and Gynecology, University of Valencia, Valencia, Spain.\nResearch Department, JUNO Genetics, Oxford, UK.\nReproductive medicine, IVI RMA Rome, Roma, Italy.'}]",,"© The Author(s) 2021. Published by Oxford University Press on behalf of European Society of Human Reproduction and Embryology. All rights reserved. For permissions, please email: journals.permissions@oup.com.",10.1093/humrep/deab262,"Human reproduction (Oxford, England)","['TED', 'artificial intelligence', 'endometrial dating', 'endometrial factor', 'endometrial progression', 'gene expression signatures', 'infertility', 'machine learning', 'menstrual cycle', 'transcriptomic stratification']",,2021-12-08,34875061,,Identifying and optimizing human endometrial gene expression signatures for endometrial dating.,0
,"The World Psychiatric Association (WPA), a global association representing 145 psychiatric societies in 121 countries, has a specific focus on education and learning, promoting educational programs on a regular basis. Education in mental health is a continuously evolving phenomenon, although it happens quite often that it is still based on a knowledge formed in the last century and with the latest scientific updates mainly available in English. The WPA is constantly committed in improving and updating the type of educational materials available and ready to be disseminated worldwide.
An online survey has been developed and sent to the 18 WPA zonal representatives in order: to evaluate the educational needs for mental health, to translate materials into native languages or inclusivity, and to prioritize educational activities to be developed by the WPA in the next years.
Fifteen out of the 18 zonal representatives participated in the study. According to the public mental health perspective, collaboration with general practitioners (GPs) (80%), communities/stakeholders (66.7%) and programs for promoting mental health in schools (53.3%) are the most prioritized activities carried out. Programs for suicide prevention (86.7%) and promotion of mental health and well-being in the general population (66.7%) are considered as the most relevant to be implemented. From the healthcare perspective, new knowledge on pharmacological and non-pharmacological interventions (73%) was requested. The educational packages are mostly available in the English language, although respondents prioritize the translation of WPA educational material into, at least, Spanish and French. The most preferred formats for educational activities are webinar live (80%) and key opinion lectures (66.7%).
These findings represent the first step in the continuing promotion of education carried out by the WPA. We aim to run these kinds of initiatives from time to time in order to adapt themes and topics of these materials to the real educational needs of all mental healthcare professionals worldwide.",['Learn Spanish with SpeakTribe'],"[{'lastname': 'Sampogna', 'firstname': 'Gaia', 'initials': 'G', 'affiliation': 'Department of Psychiatry, University of Campania ""L. Vanvitelli"", Naples, Italy.'}, {'lastname': 'Fiorillo', 'firstname': 'Andrea', 'initials': 'A', 'affiliation': 'Department of Psychiatry, University of Campania ""L. Vanvitelli"", Naples, Italy.\nChair WPA Section on Education in Psychiatry, World Psychiatric Association, Geneva, Switzerland.'}, {'lastname': 'Wasserman', 'firstname': 'Danuta', 'initials': 'D', 'affiliation': 'National Centre for Suicide Research and Prevention of Mental Ill-Health, Karolinska Institutet, Stockholm, Sweden.\nWPA President Elect, World Psychiatric Association, Geneva, Switzerland.'}]",,"© 2021 John Wiley & Sons Australia, Ltd.",10.1111/appy.12497,Asia-Pacific psychiatry : official journal of the Pacific Rim College of Psychiatrists,"['WPA', 'metal health', 'psychiatry']",,2021-12-08,34873846,"Fifteen out of the 18 zonal representatives participated in the study. According to the public mental health perspective, collaboration with general practitioners (GPs) (80%), communities/stakeholders (66.7%) and programs for promoting mental health in schools (53.3%) are the most prioritized activities carried out. Programs for suicide prevention (86.7%) and promotion of mental health and well-being in the general population (66.7%) are considered as the most relevant to be implemented. From the healthcare perspective, new knowledge on pharmacological and non-pharmacological interventions (73%) was requested. The educational packages are mostly available in the English language, although respondents prioritize the translation of WPA educational material into, at least, Spanish and French. The most preferred formats for educational activities are webinar live (80%) and key opinion lectures (66.7%).",How to improve the quality of World Psychiatric Association educational activities? Results from an online survey with World Psychiatric Association zonal representatives.,0
